OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,SampleID,CountReads,BOLDalt
MockIM47_pident=99.4_OTU86,GS,99.4,BOLD:AAG2717.1,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Scudderia,Scudderia curvicauda,pomp.4662,23,BOLD:AAG2717
OTU53_suspect_mock_chimera,GS,100.0,BOLD:AAH2293.1,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Eudioctria,Eudioctria propinqua,pomp.4662,77,BOLD:AAH2293
OTU146_suspect_mock_chimera,GS,99.4,BOLD:AAF7182.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix thelmae,pomp.4662,364,BOLD:AAF7182
OTU152_suspect_mock_chimera,GS,100.0,BOLD:AAC1852.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Zale,Zale unilineata,pomp.4662,54,BOLD:AAC1852
OTU156_suspect_mock_chimera,GS,100.0,BOLD:AAA7515.9,Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis punctata,pomp.4662,44,BOLD:AAA7515
OTU163_suspect_mock_chimera,GS,100.0,BOLD:AAB7426.1,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Sciota,Sciota virgatella,pomp.4662,1149,BOLD:AAB7426
OTU184_suspect_mock_chimera,GS,100.0,BOLD:AAA6261.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena amatana,pomp.4662,71,BOLD:AAA6261
OTU194_suspect_mock_chimera,GS,99.4,BOLD:AAC3145.3,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium terminatum,pomp.4662,88,BOLD:AAC3145
OTU257_suspect_mock_chimera,GS,100.0,BOLD:AAB7030.14,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,pomp.4662,61,BOLD:AAB7030
OTU264_suspect_mock_chimera,GS,100.0,BOLD:AAM6227.2,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,NA,pomp.4662,154,BOLD:AAM6227
OTU275_suspect_mock_chimera,GS,100.0,BOLD:AAB7869.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Phtheochroa,Phtheochroa riscana,pomp.4662,49,BOLD:AAB7869
OTU312,US,0.9963,BOLD:ABW8929.1,Animalia,Arthropoda,Maxillopoda,Cyclopoida,NA,NA,NA,pomp.4662,108,BOLD:ABW8929
OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4662,4,None
OTU393_suspect_mock_chimera,GS,100.0,BOLD:AAB6549.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Digrammia,Digrammia ocellinata,pomp.4662,55,BOLD:AAB6549
OTU442_suspect_mock_chimera,GS,100.0,BOLD:ACX5108.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4662,50,BOLD:ACX5108
OTU497_suspect_mock_chimera,GS,100.0,BOLD:ACL3824.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,pomp.4662,114,BOLD:ACL3824
OTU508_suspect_mock_chimera,GS,100.0,BOLD:AAA9655.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Heliomata,Heliomata cycladata,pomp.4662,122,BOLD:AAA9655
OTU523_suspect_mock_chimera,GS,99.4,BOLD:AAF8995.3,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Antocha,Antocha saxicola,pomp.4662,31,BOLD:AAF8995
OTU536_suspect_mock_variant,GS,100.0,BOLD:AAB3917.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis quercicella,pomp.4662,38,BOLD:AAB3917
OTU542_suspect_mock_chimera,SS,0.7900,BOLD:ABW4215.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,pomp.4662,39,BOLD:ABW4215
OTU971_suspect_mock_chimera,GS,100.0,BOLD:AAL7361.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,NA,pomp.4662,41,BOLD:AAL7361
OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4662,2,None
OTU1071,US,0.0000,BOLD:AAN4996.1,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4662,35,BOLD:AAN4996
OTU1446,US,0.3081,BOLD:ACD1688.1,Animalia,Arthropoda,Insecta,Ephemeroptera,NA,NA,NA,pomp.4662,1,BOLD:ACD1688
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4662,3,None
OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4662,2,None
OTU1917_suspect_mock_chimera,US,0.9916,BOLD:ACM4891.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4662,5,BOLD:ACM4891
OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4662,1,None
OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4662,1,None
OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4662,1,None
MockIM10_pident=100.0_OTU21,GS,100.0,BOLD:AAA1517.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Choristoneura,Choristoneura rosaceana,pomp.4663,4146,BOLD:AAA1517
MockIM27_pident=100.0_OTU67,GS,98.9,BOLD:AAL8071.1,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,Cercyon praetextatus,pomp.4663,279,BOLD:AAL8071
MockIM32_pident=100.0_OTU38,GS,99.4,BOLD:AAK9206.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Leucrocuta,Leucrocuta maculipennis,pomp.4663,94,BOLD:AAK9206
MockIM52_pident=100.0_OTU84,GS,99.4,BOLD:ABW5589.1,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,NA,NA,pomp.4663,119,BOLD:ABW5589
OTU100_suspect_mock_chimera,GS,100.0,BOLD:AAB1667.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Argyrotaenia,Argyrotaenia quercifoliana,pomp.4663,31,BOLD:AAB1667
OTU137_suspect_mock_chimera,GS,100.0,BOLD:AAC4559.2,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium mediopunctatum,pomp.4663,122,BOLD:AAC4559
OTU169_suspect_mock_chimera,GS,98.9,BOLD:AAO3944.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Geranomyia,NA,pomp.4663,31,BOLD:AAO3944
OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4663,47,None
OTU249_suspect_mock_chimera,GS,100.0,BOLD:AAA6614.6,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis reflexella,pomp.4663,8,BOLD:AAA6614
OTU553,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4663,13,None
OTU660_suspect_mock_chimera,SS,0.2300,BOLD:ABW6246.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4663,84,BOLD:ABW6246
OTU775_suspect_mock_variant,GS,99.4,BOLD:AAB6253.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Depressaria,Depressaria radiella,pomp.4663,60,BOLD:AAB6253
OTU857_suspect_mock_chimera,GS,100.0,BOLD:AAB4409.3,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Aethes,Aethes biscana,pomp.4663,52,BOLD:AAB4409
OTU1721,US,1.0000,BOLD:AAZ0016.1,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,pomp.4663,1,BOLD:AAZ0016
OTU1831,US,0.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4663,1,None
MockIM16_pident=100.0_OTU58,GS,100.0,BOLD:AAA0399.6,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,Elophila obliteralis,pomp.4664,63,BOLD:AAA0399
MockIM27_pident=100.0_OTU67,GS,98.9,BOLD:AAL8071.1,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,Cercyon praetextatus,pomp.4664,77,BOLD:AAL8071
OTU15_suspect_mock_chimera,GS,100.0,BOLD:AAA8563.2,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Parallelia,Parallelia bistriaris,pomp.4664,36857,BOLD:AAA8563
OTU29,GS,99.4,BOLD:AAD6926.1,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Anyphaena,Anyphaena pectorosa,pomp.4664,1216,BOLD:AAD6926
OTU39,GS,100.0,BOLD:AAB7935.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,Eustala cepina,pomp.4664,3016,BOLD:AAB7935
OTU127,GS,100.0,BOLD:AAB2768.2,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus rufus,pomp.4664,492,BOLD:AAB2768
OTU128_suspect_mock_chimera,GS,100.0,BOLD:AAA4456.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Speranza,Speranza pustularia,pomp.4664,1078,BOLD:AAA4456
OTU131_suspect_mock_chimera,GS,100.0,BOLD:AAB2216.1,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Neolygus,Neolygus quercalbae,pomp.4664,211,BOLD:AAB2216
OTU210_suspect_mock_chimera,GS,100.0,BOLD:AAO2062.1,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodes,Chauliodes rastricornis,pomp.4664,105,BOLD:AAO2062
OTU249_suspect_mock_chimera,GS,100.0,BOLD:AAA6614.6,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis reflexella,pomp.4664,78,BOLD:AAA6614
OTU253,GS,100.0,BOLD:AAG2878.11,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,pomp.4664,162,BOLD:AAG2878
OTU254_suspect_mock_chimera,GS,100.0,BOLD:AAG0758.3,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,pomp.4664,21,BOLD:AAG0758
OTU270_suspect_mock_chimera,GS,99.4,BOLD:AAC5871.1,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Hentzia,Hentzia palmarum,pomp.4664,298,BOLD:AAC5871
OTU328_suspect_mock_chimera,GS,99.4,BOLD:ACB9565.1,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona pygmaea,pomp.4664,41,BOLD:ACB9565
OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4664,4,None
OTU542_suspect_mock_chimera,SS,0.7900,BOLD:ABW4215.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,pomp.4664,6,BOLD:ABW4215
OTU731_suspect_mock_chimera,GS,100.0,BOLD:AAA4123.19,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,Neoscona arabesca,pomp.4664,19,BOLD:AAA4123
OTU949_suspect_mock_chimera,US,1.0000,BOLD:ACT9469.1,Animalia,Arthropoda,Insecta,Megaloptera,NA,NA,NA,pomp.4664,45,BOLD:ACT9469
OTU971_suspect_mock_chimera,GS,100.0,BOLD:AAL7361.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,NA,pomp.4664,1,BOLD:AAL7361
OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4664,2,None
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4664,1,None
OTU1843,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4664,3,None
OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4664,1,None
OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4664,1,None
MockIM16_pident=100.0_OTU58,GS,100.0,BOLD:AAA0399.6,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,Elophila obliteralis,pomp.4665,119,BOLD:AAA0399
MockIM42_pident=100.0_OTU50,GS,98.3,BOLD:AAI4346.3,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Phalangium,Phalangium opilio,pomp.4665,20,BOLD:AAI4346
MockIM46_pident=100.0_OTU64,GS,100.0,BOLD:AAH6828.3,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Euphoria,Euphoria fulgida,pomp.4665,27,BOLD:AAH6828
MockIM52_pident=100.0_OTU84,GS,99.4,BOLD:ABW5589.1,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,NA,NA,pomp.4665,62,BOLD:ABW5589
OTU39,GS,100.0,BOLD:AAB7935.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,Eustala cepina,pomp.4665,291,BOLD:AAB7935
OTU49_suspect_mock_chimera,GS,100.0,BOLD:AAA7035.3,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archips,Archips argyrospila,pomp.4665,5704,BOLD:AAA7035
OTU59,US,1.0000,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4665,78,BOLD:ACF7919
OTU78_suspect_mock_chimera,GS,100.0,BOLD:AAJ9298.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Melanolophia,Melanolophia signataria,pomp.4665,171,BOLD:AAJ9298
OTU131_suspect_mock_chimera,GS,100.0,BOLD:AAB2216.1,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Neolygus,Neolygus quercalbae,pomp.4665,619,BOLD:AAB2216
OTU137_suspect_mock_chimera,GS,100.0,BOLD:AAC4559.2,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium mediopunctatum,pomp.4665,156,BOLD:AAC4559
OTU138,GS,99.4,BOLD:AAG2878.5,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,pomp.4665,241,BOLD:AAG2878
OTU144,GS,100.0,BOLD:AAI2836.1,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus keyserlingi,pomp.4665,228,BOLD:AAI2836
OTU179_suspect_mock_chimera,US,0.9859,BOLD:ACJ8629.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4665,37,BOLD:ACJ8629
OTU184_suspect_mock_chimera,GS,100.0,BOLD:AAA6261.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena amatana,pomp.4665,40,BOLD:AAA6261
OTU188_suspect_mock_variant,GS,100.0,BOLD:AAA2955.3,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Argyrotaenia,Argyrotaenia ljungiana,pomp.4665,787,BOLD:AAA2955
OTU212_suspect_mock_variant,GS,100.0,BOLD:AAA4183.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Aphis spiraecola,pomp.4665,587,BOLD:AAA4183
OTU236_suspect_mock_chimera,GS,100.0,BOLD:AAN5879.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,pomp.4665,80,BOLD:AAN5879
OTU254_suspect_mock_chimera,GS,100.0,BOLD:AAG0758.3,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,pomp.4665,108,BOLD:AAG0758
OTU282_suspect_mock_chimera,GS,100.0,BOLD:ADC3363.3,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,Stenacron interpunctatum,pomp.4665,38,BOLD:ADC3363
OTU337_suspect_mock_chimera,GS,100.0,BOLD:ABA5863.1,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Podisus,Podisus placidus,pomp.4665,18,BOLD:ABA5863
OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4665,3,None
OTU477,GS,100.0,BOLD:AAN5451.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,pomp.4665,19,BOLD:AAN5451
OTU628_suspect_mock_chimera,GS,97.2,BOLD:AAG2645.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Hexagenia,Hexagenia limbata,pomp.4665,90,BOLD:AAG2645
OTU731_suspect_mock_chimera,GS,100.0,BOLD:AAA4123.19,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,Neoscona arabesca,pomp.4665,2,BOLD:AAA4123
OTU784_suspect_mock_chimera,GS,100.0,BOLD:AAG2017.3,Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysopa,Chrysopa oculata,pomp.4665,34,BOLD:AAG2017
OTU884_suspect_mock_chimera,GS,98.9,BOLD:AAA8034.1,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Ceraclea,Ceraclea cancellata,pomp.4665,46,BOLD:AAA8034
OTU891_suspect_mock_chimera,GS,99.4,BOLD:AAF0376.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronicta,Acronicta betulae,pomp.4665,15,BOLD:AAF0376
OTU1013_suspect_mock_chimera,GS,100.0,BOLD:AAA8726.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Orchesella,Orchesella villosa,pomp.4665,1,BOLD:AAA8726
OTU1072_suspect_mock_chimera,GS,98.9,BOLD:AAO7614.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4665,35,BOLD:AAO7614
OTU1116_suspect_mock_chimera,GS,100.0,BOLD:AAB1281.5,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Itoplectis,Itoplectis conquisitor,pomp.4665,6,BOLD:AAB1281
OTU1209_suspect_mock_chimera,GS,100.0,BOLD:AAP2550.1,Animalia,Arthropoda,Insecta,Neuroptera,Sisyridae,Sisyra,NA,pomp.4665,10,BOLD:AAP2550
OTU1369,GSL,98.3,BOLD:AAG2878.10,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,pomp.4665,70,BOLD:AAG2878
OTU1843,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4665,1,None
OTU1900,GS,97.2,BOLD:AAG2878.6,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,pomp.4665,25,BOLD:AAG2878
MockIM27_pident=100.0_OTU67,GS,98.9,BOLD:AAL8071.1,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,Cercyon praetextatus,pomp.4666,156,BOLD:AAL8071
MockIM52_pident=100.0_OTU84,GS,99.4,BOLD:ABW5589.1,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,NA,NA,pomp.4666,84,BOLD:ABW5589
OTU59,US,1.0000,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4666,20,BOLD:ACF7919
OTU112,US,0.0000,BOLD:AAE9808.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4666,110,BOLD:AAE9808
OTU137_suspect_mock_chimera,GS,100.0,BOLD:AAC4559.2,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium mediopunctatum,pomp.4666,82,BOLD:AAC4559
OTU212_suspect_mock_variant,GS,100.0,BOLD:AAA4183.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Aphis spiraecola,pomp.4666,19,BOLD:AAA4183
OTU236_suspect_mock_chimera,GS,100.0,BOLD:AAN5879.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,pomp.4666,70,BOLD:AAN5879
OTU262_suspect_mock_chimera,GS,97.8,BOLD:AAI1345.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia (Idiopyga) halterella,pomp.4666,49,BOLD:AAI1345
OTU302_suspect_mock_chimera,US,0.6809,BOLD:AAF0031.1,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,pomp.4666,11,BOLD:AAF0031
OTU374_suspect_mock_chimera,GS,100.0,BOLD:AAN5882.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera caliptera,pomp.4666,38,BOLD:AAN5882
OTU864_suspect_mock_chimera,GS,100.0,BOLD:ACF3839.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Aphrophora,Aphrophora saratogensis,pomp.4666,46,BOLD:ACF3839
OTU956_suspect_mock_chimera,GS,99.4,BOLD:ACV1559.5,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula mallochi,pomp.4666,2,BOLD:ACV1559
OTU1103_suspect_mock_chimera,GS,98.8,BOLD:AAJ0284.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Choroterpes,Choroterpes basalis,pomp.4666,32,BOLD:AAJ0284
OTU1118_suspect_mock_chimera,GS,99.4,BOLD:AAA2634.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euxoa,Euxoa messoria,pomp.4666,40,BOLD:AAA2634
OTU1192_suspect_mock_chimera,US,0.9546,BOLD:ACU6892.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4666,27,BOLD:ACU6892
OTU37_suspect_mock_chimera,GS,100.0,BOLD:AAB0001.1,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Deidamia,Deidamia inscriptum,pomp.4667,2653,BOLD:AAB0001
OTU65_suspect_mock_chimera,GS,100.0,BOLD:AAA5695.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,pomp.4667,479,BOLD:AAA5695
OTU70_suspect_mock_chimera,GS,100.0,BOLD:AAA2247.1,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Gluphisia,Gluphisia septentrionis,pomp.4667,1267,BOLD:AAA2247
OTU150_suspect_mock_chimera,GS,100.0,BOLD:AAA7920.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenonema,Stenonema femoratum,pomp.4667,53,BOLD:AAA7920
OTU172_suspect_mock_chimera,GS,100.0,BOLD:AAA3892.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche campyla,pomp.4667,393,BOLD:AAA3892
OTU214_suspect_mock_chimera,GS,100.0,BOLD:AAB5799.4,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Dolichomia,Dolichomia olinalis,pomp.4667,57,BOLD:AAB5799
OTU222_suspect_mock_chimera,GS,99.4,BOLD:AAB4572.1,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphecodina,Sphecodina abbottii,pomp.4667,32,BOLD:AAB4572
OTU228_suspect_mock_chimera,GS,100.0,BOLD:AAA4335.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Semioscopis,Semioscopis inornata,pomp.4667,170,BOLD:AAA4335
OTU238_suspect_mock_chimera,SS,1.0000,BOLD:AAA2383.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4667,28,BOLD:AAA2383
OTU257_suspect_mock_chimera,GS,100.0,BOLD:AAB7030.14,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,pomp.4667,19,BOLD:AAB7030
OTU262_suspect_mock_chimera,GS,97.8,BOLD:AAI1345.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia (Idiopyga) halterella,pomp.4667,15,BOLD:AAI1345
OTU307_suspect_mock_chimera,GS,98.9,BOLD:AAH3225.3,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Metylophorus,Metylophorus novaescotiae,pomp.4667,82,BOLD:AAH3225
OTU342_suspect_mock_chimera,GS,100.0,BOLD:AAA8413.1,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Antheraea,Antheraea polyphemus,pomp.4667,171,BOLD:AAA8413
OTU393_suspect_mock_chimera,GS,100.0,BOLD:AAB6549.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Digrammia,Digrammia ocellinata,pomp.4667,106,BOLD:AAB6549
OTU536_suspect_mock_variant,GS,100.0,BOLD:AAB3917.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis quercicella,pomp.4667,1,BOLD:AAB3917
OTU542_suspect_mock_chimera,SS,0.7900,BOLD:ABW4215.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,pomp.4667,18,BOLD:ABW4215
OTU578_suspect_mock_chimera,GS,98.9,BOLD:AAH2952.2,Animalia,Arthropoda,Insecta,Diptera,Rhagionidae,Chrysopilus,NA,pomp.4667,69,BOLD:AAH2952
OTU637_suspect_mock_chimera,GS,100.0,BOLD:AAA2518.4,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Chrysoteuchia,Chrysoteuchia topiarius,pomp.4667,64,BOLD:AAA2518
OTU711_suspect_mock_chimera,GS,99.4,BOLD:ABA9935.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Gnophomyia,Gnophomyia tristissima,pomp.4667,29,BOLD:ABA9935
OTU782_suspect_mock_chimera,GS,99.4,BOLD:AAR3859.1,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Amphimallon,Amphimallon majale,pomp.4667,6,BOLD:AAR3859
OTU887_suspect_mock_chimera,US,0.9967,BOLD:AAB4365.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4667,51,BOLD:AAB4365
OTU891_suspect_mock_chimera,GS,99.4,BOLD:AAF0376.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronicta,Acronicta betulae,pomp.4667,14,BOLD:AAF0376
OTU1166_suspect_mock_chimera,US,0.0093,BOLD:ACX3924.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4667,11,BOLD:ACX3924
OTU1270,GS,99.4,BOLD:AAD3035.2,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Hamamelistes,Hamamelistes spinosus,pomp.4667,23,BOLD:AAD3035
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4667,2,None
OTU1773,GS,97.8,BOLD:AAI5631.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4667,1,BOLD:AAI5631
OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4667,1,None
OTU20_suspect_mock_chimera,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,pomp.4668,867,BOLD:AAA2052
OTU59,US,1.0000,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4668,32,BOLD:ACF7919
OTU91,GS,100.0,BOLD:AAA7272.5,Animalia,Arthropoda,Arachnida,Araneae,Dictynidae,Emblyna,Emblyna sublata,pomp.4668,286,BOLD:AAA7272
