OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,CountReads,SampleID,BOLDalt
OTU180_suspect_mock_chimera,GS,98.9,BOLD:ABW6304.1,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Dendroctonus,NA,76,OahuBird.206,BOLD:ABW6304
OTU79_suspect_mock_chimera,SS,0.8700,BOLD:AAH1189.1,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,NA,NA,5209,OahuBird.206,BOLD:AAH1189
OTU396,US,1.0000,None,Animalia,Arthropoda,Hexanauplia,Harpacticoida,NA,NA,NA,91,OahuBird.207,None
OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,459,OahuBird.207,BOLD:AAC6357
OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,301,OahuBird.207,BOLD:AAF9055
OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,100,OahuBird.207,BOLD:ACA9904
OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,496,OahuBird.207,BOLD:ABY8347
OTU174_suspect_mock_chimera,GS,100.0,BOLD:AAA3067.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucopina,Eucopina cocana,189,OahuBird.207,BOLD:AAA3067
OTU180_suspect_mock_chimera,GS,98.9,BOLD:ABW6304.1,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Dendroctonus,NA,210,OahuBird.207,BOLD:ABW6304
OTU198_suspect_mock_chimera,GS,100.0,BOLD:ACE7247.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,51,OahuBird.207,BOLD:ACE7247
OTU213_suspect_mock_chimera,GS,100.0,BOLD:AAA6260.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena delicatana,188,OahuBird.207,BOLD:AAA6260
OTU269_suspect_mock_chimera,GS,100.0,BOLD:ABY6648.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,73,OahuBird.207,BOLD:ABY6648
OTU419_suspect_mock_chimera,GS,100.0,BOLD:AAA2389.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,73,OahuBird.207,BOLD:AAA2389
OTU445_suspect_mock_chimera,US,0.9844,BOLD:AAE7074.2,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,59,OahuBird.207,BOLD:AAE7074
OTU496_suspect_mock_chimera,GS,100.0,BOLD:ACN7933.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Microtendipes,NA,67,OahuBird.207,BOLD:ACN7933
OTU79_suspect_mock_chimera,SS,0.8700,BOLD:AAH1189.1,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,NA,NA,243,OahuBird.207,BOLD:AAH1189
OTU929_suspect_mock_chimera,GS,100.0,BOLD:ACE3398.1,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Triaenodes,Triaenodes injustus,56,OahuBird.207,BOLD:ACE3398
OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,62,OahuBird.208,BOLD:AAC6357
OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,105,OahuBird.208,BOLD:AAF9055
OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,61,OahuBird.208,BOLD:ABY8347
OTU466_suspect_mock_chimera,GS,100.0,BOLD:ACN6573.1,Animalia,Arthropoda,Insecta,Lepidoptera,Autostichidae,Stoeberhinus,Stoeberhinus testaceus,100,OahuBird.208,BOLD:ACN6573
OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,162,OahuBird.209,BOLD:AAC6357
OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,130,OahuBird.209,BOLD:AAF9055
OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,84,OahuBird.209,BOLD:ACA9904
OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,146,OahuBird.209,BOLD:ABY8347
OTU174_suspect_mock_chimera,GS,100.0,BOLD:AAA3067.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucopina,Eucopina cocana,80,OahuBird.209,BOLD:AAA3067
OTU198_suspect_mock_chimera,GS,100.0,BOLD:ACE7247.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,67,OahuBird.209,BOLD:ACE7247
OTU745_suspect_mock_chimera,GS,100.0,BOLD:AAI8787.3,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Blastobasis,NA,51,OahuBird.209,BOLD:AAI8787
OTU986_suspect_mock_chimera,GS,100.0,BOLD:AAD9147.1,Animalia,Arthropoda,Insecta,Diptera,Neriidae,Telostylinus,Telostylinus lineolatus,232,OahuBird.209,BOLD:AAD9147
OTU315,US,1.0000,None,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,715,OahuBird.210,None
OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,59,OahuBird.210,BOLD:ABY8347
OTU275_suspect_mock_chimera,GS,99.4,BOLD:AAD1129.1,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Meteorus,NA,101,OahuBird.210,BOLD:AAD1129
OTU449_suspect_mock_chimera,GS,98.3,BOLD:AAL7626.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,92,OahuBird.210,BOLD:AAL7626
OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,171,OahuBird.212,BOLD:AAC6357
OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,125,OahuBird.212,BOLD:AAF9055
OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,55,OahuBird.212,BOLD:ACA9904
OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,190,OahuBird.212,BOLD:ABY8347
OTU174_suspect_mock_chimera,GS,100.0,BOLD:AAA3067.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucopina,Eucopina cocana,57,OahuBird.212,BOLD:AAA3067
OTU269_suspect_mock_chimera,GS,100.0,BOLD:ABY6648.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,79,OahuBird.212,BOLD:ABY6648
OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,211,OahuBird.213,BOLD:AAC6357
OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,232,OahuBird.213,BOLD:AAF9055
OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,126,OahuBird.213,BOLD:ABY8347
OTU174_suspect_mock_chimera,GS,100.0,BOLD:AAA3067.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucopina,Eucopina cocana,92,OahuBird.213,BOLD:AAA3067
OTU180_suspect_mock_chimera,GS,98.9,BOLD:ABW6304.1,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Dendroctonus,NA,119,OahuBird.213,BOLD:ABW6304
OTU213_suspect_mock_chimera,GS,100.0,BOLD:AAA6260.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena delicatana,85,OahuBird.213,BOLD:AAA6260
OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,109,OahuBird.214,BOLD:AAC6357
OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,98,OahuBird.214,BOLD:AAF9055
OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,117,OahuBird.214,BOLD:ABY8347
OTU174_suspect_mock_chimera,GS,100.0,BOLD:AAA3067.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucopina,Eucopina cocana,55,OahuBird.214,BOLD:AAA3067
OTU180_suspect_mock_chimera,GS,98.9,BOLD:ABW6304.1,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Dendroctonus,NA,90,OahuBird.214,BOLD:ABW6304
OTU54_suspect_mock_chimera,GS,97.6,BOLD:AAN0893.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Grammodes,Grammodes bifasciata,338,OahuBird.214,BOLD:AAN0893
OTU84_suspect_mock_chimera,GS,97.2,BOLD:AAU4413.1,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Tauroscopa,Tauroscopa lachnaea,1528,OahuBird.214,BOLD:AAU4413
OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,219,OahuBird.217,BOLD:AAC6357
OTU1243_suspect_mock_chimera,GS,100.0,BOLD:AAF6327.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Phyllaphis,Phyllaphis fagi,54,OahuBird.217,BOLD:AAF6327
OTU1342_suspect_mock_chimera,GS,97.8,BOLD:AAH0369.4,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Melanotus,NA,84,OahuBird.217,BOLD:AAH0369
OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,166,OahuBird.217,BOLD:AAF9055
OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,89,OahuBird.217,BOLD:ACA9904
OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,100,OahuBird.217,BOLD:ABY8347
OTU174_suspect_mock_chimera,GS,100.0,BOLD:AAA3067.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucopina,Eucopina cocana,65,OahuBird.217,BOLD:AAA3067
OTU213_suspect_mock_chimera,GS,100.0,BOLD:AAA6260.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena delicatana,110,OahuBird.217,BOLD:AAA6260
OTU407_suspect_mock_chimera,GS,100.0,BOLD:AAU6627.1,Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Cratyna,Cratyna perplexa,55,OahuBird.217,BOLD:AAU6627
OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,63,OahuBird.218,BOLD:AAC6357
OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,122,OahuBird.218,BOLD:AAF9055
OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,55,OahuBird.218,BOLD:ACA9904
OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,181,OahuBird.218,BOLD:ABY8347
OTU419_suspect_mock_chimera,GS,100.0,BOLD:AAA2389.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,51,OahuBird.218,BOLD:AAA2389
OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,111,OahuBird.219,BOLD:AAC6357
OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,457,OahuBird.219,BOLD:AAF9055
OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,52,OahuBird.219,BOLD:ACA9904
OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,259,OahuBird.219,BOLD:ABY8347
OTU174_suspect_mock_chimera,GS,100.0,BOLD:AAA3067.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucopina,Eucopina cocana,93,OahuBird.219,BOLD:AAA3067
OTU180_suspect_mock_chimera,GS,98.9,BOLD:ABW6304.1,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Dendroctonus,NA,97,OahuBird.219,BOLD:ABW6304
OTU198_suspect_mock_chimera,GS,100.0,BOLD:ACE7247.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,135,OahuBird.219,BOLD:ACE7247
OTU213_suspect_mock_chimera,GS,100.0,BOLD:AAA6260.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena delicatana,217,OahuBird.219,BOLD:AAA6260
OTU269_suspect_mock_chimera,GS,100.0,BOLD:ABY6648.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,53,OahuBird.219,BOLD:ABY6648
OTU332_suspect_mock_chimera,GS,100.0,BOLD:ADF6563.2,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium vicarium,72,OahuBird.219,BOLD:ADF6563
OTU424_suspect_mock_chimera,US,0.9934,BOLD:AAB4365.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,80,OahuBird.219,BOLD:AAB4365
OTU588_suspect_mock_chimera,GS,98.9,BOLD:ACB1646.1,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,74,OahuBird.219,BOLD:ACB1646
OTU658_suspect_mock_chimera,GS,100.0,BOLD:AAA4967.2,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Coleotechnites,Coleotechnites quercivorella,60,OahuBird.219,BOLD:AAA4967
OTU681_suspect_mock_chimera,GS,99.4,BOLD:AAG5479.2,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Microtendipes,NA,76,OahuBird.219,BOLD:AAG5479
OTU701_suspect_mock_chimera,GS,99.4,BOLD:AAC2598.3,Animalia,Arthropoda,Insecta,Coleoptera,Silphidae,Nicrophorus,Nicrophorus pustulatus,51,OahuBird.219,BOLD:AAC2598
OTU774_suspect_mock_chimera,GS,99.4,BOLD:ADI1135.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Microtendipes,NA,74,OahuBird.219,BOLD:ADI1135
OTU837_suspect_mock_chimera,US,1.0000,BOLD:AAI4173.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,53,OahuBird.219,BOLD:AAI4173
OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,68,OahuBird.220,BOLD:AAC6357
OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,53,OahuBird.220,BOLD:ABY8347
OTU174_suspect_mock_chimera,GS,100.0,BOLD:AAA3067.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucopina,Eucopina cocana,54,OahuBird.220,BOLD:AAA3067
OTU1274,US,0.9546,BOLD:AAE3958.2,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,106,OahuBird.221,BOLD:AAE3958
OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,88,OahuBird.221,BOLD:AAC6357
OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,131,OahuBird.221,BOLD:AAF9055
OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,85,OahuBird.221,BOLD:ABY8347
OTU180_suspect_mock_chimera,GS,98.9,BOLD:ABW6304.1,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Dendroctonus,NA,99,OahuBird.221,BOLD:ABW6304
OTU198_suspect_mock_chimera,GS,100.0,BOLD:ACE7247.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,57,OahuBird.221,BOLD:ACE7247
OTU213_suspect_mock_chimera,GS,100.0,BOLD:AAA6260.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena delicatana,98,OahuBird.221,BOLD:AAA6260
OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,87,OahuBird.222,BOLD:AAF9055
OTU913_suspect_mock_chimera,GS,99.4,BOLD:ACN3432.1,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,NA,NA,59,OahuBird.223,BOLD:ACN3432
OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,246,OahuBird.224,BOLD:AAC6357
OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,178,OahuBird.224,BOLD:AAF9055
OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,75,OahuBird.224,BOLD:ACA9904
OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,318,OahuBird.224,BOLD:ABY8347
OTU174_suspect_mock_chimera,GS,100.0,BOLD:AAA3067.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucopina,Eucopina cocana,111,OahuBird.224,BOLD:AAA3067
OTU180_suspect_mock_chimera,GS,98.9,BOLD:ABW6304.1,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Dendroctonus,NA,78,OahuBird.224,BOLD:ABW6304
OTU198_suspect_mock_chimera,GS,100.0,BOLD:ACE7247.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,51,OahuBird.224,BOLD:ACE7247
OTU213_suspect_mock_chimera,GS,100.0,BOLD:AAA6260.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena delicatana,107,OahuBird.224,BOLD:AAA6260
OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,142,OahuBird.225,BOLD:AAC6357
OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,125,OahuBird.225,BOLD:AAF9055
OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,78,OahuBird.225,BOLD:ABY8347
OTU174_suspect_mock_chimera,GS,100.0,BOLD:AAA3067.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucopina,Eucopina cocana,57,OahuBird.225,BOLD:AAA3067
OTU180_suspect_mock_chimera,GS,98.9,BOLD:ABW6304.1,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Dendroctonus,NA,93,OahuBird.225,BOLD:ABW6304
OTU213_suspect_mock_chimera,GS,100.0,BOLD:AAA6260.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena delicatana,62,OahuBird.225,BOLD:AAA6260
OTU84_suspect_mock_chimera,GS,97.2,BOLD:AAU4413.1,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Tauroscopa,Tauroscopa lachnaea,118,OahuBird.225,BOLD:AAU4413
OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,252,OahuBird.226,BOLD:AAC6357
OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,241,OahuBird.226,BOLD:AAF9055
OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,129,OahuBird.226,BOLD:ACA9904
OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,507,OahuBird.226,BOLD:ABY8347
OTU174_suspect_mock_chimera,GS,100.0,BOLD:AAA3067.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucopina,Eucopina cocana,103,OahuBird.226,BOLD:AAA3067
OTU180_suspect_mock_chimera,GS,98.9,BOLD:ABW6304.1,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Dendroctonus,NA,198,OahuBird.226,BOLD:ABW6304
OTU198_suspect_mock_chimera,GS,100.0,BOLD:ACE7247.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,119,OahuBird.226,BOLD:ACE7247
OTU213_suspect_mock_chimera,GS,100.0,BOLD:AAA6260.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena delicatana,239,OahuBird.226,BOLD:AAA6260
OTU269_suspect_mock_chimera,GS,100.0,BOLD:ABY6648.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,76,OahuBird.226,BOLD:ABY6648
OTU332_suspect_mock_chimera,GS,100.0,BOLD:ADF6563.2,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium vicarium,108,OahuBird.226,BOLD:ADF6563
OTU407_suspect_mock_chimera,GS,100.0,BOLD:AAU6627.1,Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Cratyna,Cratyna perplexa,55,OahuBird.226,BOLD:AAU6627
OTU658_suspect_mock_chimera,GS,100.0,BOLD:AAA4967.2,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Coleotechnites,Coleotechnites quercivorella,53,OahuBird.226,BOLD:AAA4967
OTU906_suspect_mock_chimera,GS,99.4,BOLD:AAP3639.4,Animalia,Arthropoda,Insecta,Diptera,Empididae,Rhamphomyia,NA,57,OahuBird.226,BOLD:AAP3639
OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,183,OahuBird.227,BOLD:AAC6357
OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,280,OahuBird.227,BOLD:AAF9055
OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,257,OahuBird.227,BOLD:ABY8347
OTU174_suspect_mock_chimera,GS,100.0,BOLD:AAA3067.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucopina,Eucopina cocana,62,OahuBird.227,BOLD:AAA3067
OTU180_suspect_mock_chimera,GS,98.9,BOLD:ABW6304.1,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Dendroctonus,NA,128,OahuBird.227,BOLD:ABW6304
OTU198_suspect_mock_chimera,GS,100.0,BOLD:ACE7247.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,71,OahuBird.227,BOLD:ACE7247
OTU203_suspect_mock_chimera,GS,97.8,BOLD:ACB1622.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,NA,NA,120,OahuBird.227,BOLD:ACB1622
OTU269_suspect_mock_chimera,GS,100.0,BOLD:ABY6648.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,51,OahuBird.227,BOLD:ABY6648
OTU326_suspect_mock_chimera,GS,97.6,BOLD:ACW8942.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,1480,OahuBird.227,BOLD:ACW8942
OTU520,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,71,OahuBird.229,None
OTU522,SS,0.9600,BOLD:AAF9926.2,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,711,OahuBird.229,BOLD:AAF9926
OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,73,OahuBird.229,BOLD:AAC6357
OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,73,OahuBird.229,BOLD:AAF9055
OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,52,OahuBird.229,BOLD:ABY8347
